date_vente;heure;magasin;code_produit;libelle_produit;qte;prix_unitaire;mode_paiement
26/09/2025;19:39;Magasin-Douala-02;P-0406;Robe Wax Modèle Akwa;1;28000;Orange Money
15/11/2025;12:21;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;1;5000;Mobile Money
07/02/2026;13:40;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;2000;Cash
16/11/2025;21:06;Magasin-Douala-02;P-0403;Power Bank 10000mAh;1;15000;Mobile Money
02/07/2025;09:08;Magasin-Yaounde-01;P-0406;Robe Wax Modèle Akwa;2;28000;Carte Bancaire
06/04/2026;13:10;Magasin-Douala-02;P-0411;Savon Noir Artisanal;2;2000;Cash
08/07/2025;12:37;Magasin-Yaounde-01;P-0413;Mug Personnalisé Céramique;1;5000;Mobile Money
14/07/2025;13:28;Magasin-Douala-02;P-0404;Montre Connectée FitTrack;1;32000;Cash
16/12/2025;17:41;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;2000;Cash
11/11/2025;21:51;Magasin-Douala-01;P-0409;Sandales Cuir Artisanales;3;12500;Cash
23/11/2025;08:49;Magasin-Douala-01;P-0413;Mug Personnalisé Céramique;2;5000;Mobile Money
01/04/2026;14:47;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;2000;Carte Bancaire
14/12/2025;09:37;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;2;5000;Mobile Money
27/12/2025;16:31;Magasin-Douala-01;P-0406;Robe Wax Modèle Akwa;1;28000;Cash
31/05/2026;16:06;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;3;24500;Orange Money
13/01/2026;08:12;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;1;3500;Cash
10/12/2025;15:00;Magasin-Douala-01;P-0414;Set 6 Verres Décorés;1;9000;Carte Bancaire
14/11/2025;12:53;Magasin-Bafoussam-01;P-0406;Robe Wax Modèle Akwa;2;28000;Mobile Money
18/12/2025;11:38;Magasin-Douala-01;P-0405;Enceinte Bluetooth Mini;1;12000;Carte Bancaire
17/11/2025;09:08;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;3;32000;Orange Money
18/05/2026;13:33;Magasin-Yaounde-01;P-0402;Chargeur Solaire Portable 20W;1;16200;Orange Money
09/11/2025;15:49;Magasin-Douala-01;P-0402;Chargeur Solaire Portable 20W;2;16200;Mobile Money
11/11/2025;15:58;Magasin-Yaounde-01;P-0407;Chemise Homme Slim Fit;2;15500;Orange Money
23/12/2025;11:52;Magasin-Yaounde-01;P-0404;Montre Connectée FitTrack;1;32000;Mobile Money
22/03/2026;09:33;Magasin-Douala-01;P-0403;Power Bank 10000mAh;1;15000;Carte Bancaire
30/05/2026;18:04;Magasin-Douala-01;P-0404;Montre Connectée FitTrack;1;32000;Cash
04/04/2026;19:00;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;1;2000;Mobile Money
08/11/2025;17:39;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;2;3500;Cash
14/05/2026;15:24;Magasin-Douala-02;P-0404;Montre Connectée FitTrack;2;30400;Carte Bancaire
06/11/2025;11:36;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;1;3500;Orange Money
08/09/2025;09:32;Magasin-Douala-02;P-0404;Montre Connectée FitTrack;1;32000;Orange Money
01/09/2025;14:15;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;2000;Mobile Money
06/11/2025;16:20;Magasin-Douala-01;P-0405;Enceinte Bluetooth Mini;1;12000;Mobile Money
16/02/2026;13:28;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;2;2000;Orange Money
07/04/2026;08:55;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;1;24500;Carte Bancaire
17/10/2025;16:39;Magasin-Douala-01;P-0411;Savon Noir Artisanal;2;2000;Cash
11/12/2025;16:30;Magasin-Bafoussam-01;P-0406;ROBE WAX AKWA;1;28000;Cash
25/01/2026;14:18;Magasin-Yaounde-01;P-0406;Robe Wax Modèle Akwa;1;28000;Mobile Money
06/11/2025;15:22;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;2;4500;Cash
13/11/2025;14:41;Magasin-Douala-01;P-0414;Set 6 Verres Décorés;2;9000;Mobile Money
05/12/2025;20:59;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;2000;Orange Money
24/11/2025;15:27;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3500;Carte Bancaire
29/12/2025;21:34;Magasin-Douala-02;P-0401;casque bluetooth xr-200;1;24500;Mobile Money
23/09/2025;13:44;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;1;3500;Orange Money
17/04/2026;19:57;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;1;24500;Cash
02/12/2025;20:20;Magasin-Yaounde-01;P-0404;Montre Connectée FitTrack;1;32000;Carte Bancaire
23/04/2026;11:34;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;2000;Cash
11/12/2025;16:47;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;1;5000;Orange Money
07/10/2025;19:51;Magasin-Douala-02;P-0413;Mug Personnalisé Céramique;1;5000;Orange Money
22/05/2026;16:06;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;1;24500;Cash
22/10/2025;20:45;Magasin-Douala-02;P-0411;Savon Noir Artisanal;3;2000;Cash
23/05/2026;20:54;Magasin-Yaounde-01;P-0408;Sac à Main Cuir Bafia;1;35000;Mobile Money
02/12/2025;13:17;Magasin-Douala-02;P-0413;Mug Personnalisé Céramique;1;5000;Carte Bancaire
01/10/2025;20:00;Magasin-Bafoussam-01;P-0409;Sandales Cuir Artisanales;1;12500;Cash
10/04/2026;15:37;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;2;24500;Mobile Money
18/07/2025;20:47;Magasin-Douala-02;P-0407;Chemise Homme Slim Fit;2;14725;Orange Money
08/11/2025;18:13;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;1;3500;Cash
06/03/2026;16:38;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;2;24500;Orange Money
21/12/2025;08:54;Magasin-Douala-01;P-0403;Power Bank 10000mAh;1;15000;Orange Money
19/12/2025;10:32;Magasin-Douala-02;P-0403;Power Bank 10000mAh;2;15000;Orange Money
26/06/2025;20:18;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;2;12000;Mobile Money
01/10/2025;18:45;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;1;4500;Mobile Money
07/01/2026;20:09;Magasin-Douala-01;P-0406;Robe Wax Modèle Akwa;1;28000;Carte Bancaire
11/12/2025;17:22;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;2000;Carte Bancaire
11/07/2025;19:49;Magasin-Douala-02;P-0409;Sandales Cuir Artisanales;1;11250;Orange Money
30/10/2025;08:40;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;1;3500;Cash
12/12/2025;10:57;Magasin-Bafoussam-01;P-0408;Sac à Main Cuir Bafia;1;31500;Orange Money
19/10/2025;11:49;Magasin-Douala-01;P-0410;Huile Coco Bio 500 ml;1;4500;Orange Money
09/12/2025;11:42;Magasin-Douala-01;P-0401;Casque Bluetooth XR-200;1;24500;Orange Money
19/07/2025;13:14;Magasin-Douala-01;P-0407;Chemise Homme Slim Fit;3;15500;Orange Money
09/10/2025;20:20;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;2000;Cash
24/03/2026;08:52;Magasin-Douala-01;P-0409;Sandales Cuir Artisanales;2;12500;Carte Bancaire
01/09/2025;17:55;Magasin-Douala-01;P-0411;Savon Noir Artisanal;3;2000;Orange Money
08/03/2026;21:10;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;1;3500;Mobile Money
30/06/2025;11:45;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3500;Cash
30/10/2025;11:52;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;3;3500;Mobile Money
04/04/2026;10:50;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;3;2000;Carte Bancaire
29/11/2025;17:37;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;1;24500;Mobile Money
14/06/2025;18:16;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;2;15000;Cash
19/02/2026;08:21;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;3;3500;Orange Money
19/11/2025;21:20;Magasin-Douala-02;P-0410;Huile Coco Bio 500 ml;1;4500;Mobile Money
27/06/2025;12:16;Magasin-Douala-01;P-0401;Casque Bluetooth XR-200;1;24500;Orange Money
06/06/2025;19:16;Magasin-Yaounde-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Orange Money
01/02/2026;12:38;Magasin-Douala-01;P-0405;Enceinte Bluetooth Mini;1;12000;Orange Money
19/12/2025;08:49;Magasin-Bafoussam-01;P-0402;Chargeur Solaire Portable 20W;;18000;Carte Bancaire
06/03/2026;14:33;Magasin-Douala-02;P-0402;Chargeur Solaire Portable 20W;1;18000;Carte Bancaire
17/04/2026;12:13;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3500;Orange Money
20/12/2025;19:21;Magasin-Bafoussam-01;P-0401;Casque BT XR200;1;24500;Carte Bancaire
27/06/2025;19:06;Magasin-Douala-01;P-0413;Mug Personnalisé Céramique;1;5000;Orange Money
11/03/2026;13:15;Magasin-Douala-02;P-0405;Enceinte Bluetooth Mini;1;12000;Cash
21/09/2025;17:48;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;3;2000;Cash
21/12/2025;18:34;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;3;2000;Cash
16/06/2025;12:39;Magasin-Yaounde-01;P-0404;Montre Connectée FitTrack;2;32000;Orange Money
01/05/2026;15:02;Magasin-Douala-01;P-0414;Set 6 Verres Décorés;1;9000;Orange Money
04/12/2025;14:55;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;1;15500;Cash
18/05/2026;13:30;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;1;4500;Mobile Money
11/06/2025;09:45;Magasin-Yaounde-01;P-0409;Sandales Cuir Artisanales;1;12500;Orange Money
17/06/2025;19:58;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;1;4500;Orange Money
16/12/2025;15:11;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;2000;Mobile Money
15/12/2025;15:44;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;1;24500;Mobile Money
29/04/2026;17:43;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;1;15000;Mobile Money
28/10/2025;19:22;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;1;4500;Cash
25/09/2025;20:17;Magasin-Douala-02;P-0407;Chemise Homme Slim Fit;1;15500;Mobile Money
06/12/2025;15:01;Magasin-Yaounde-01;P-0409;Sandales Cuir Artisanales;1;12500;Carte Bancaire
19/07/2025;12:00;Magasin-Yaounde-01;P-0409;Sandales Cuir Artisanales;1;12500;Mobile Money
07/12/2025;10:15;Magasin-Douala-01;P-0411;Savon Noir Artisanal;2;2000;Orange Money
21/06/2025;17:31;Magasin-Douala-02;P-0405;Enceinte Bluetooth Mini;1;12000;Cash
04/11/2025;11:47;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;2000;Cash
09/12/2025;21:41;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;3;3500;Orange Money
05/12/2025;21:29;Magasin-Douala-02;P-0406;Robe Wax Modèle Akwa;2;28000;Orange Money
13/11/2025;17:47;Magasin-Douala-01;P-0413;Mug Personnalisé Céramique;1;5000;Orange Money
13/03/2026;19:25;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;1;4500;Mobile Money
01/07/2025;09:12;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;3;32000;Orange Money
01/06/2025;10:56;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;1;15500;Mobile Money
14/11/2025;21:50;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;2;15500;Cash
19/05/2026;16:35;Magasin-Bafoussam-01;P-0409;Sandales Cuir Artisanales;1;12500;Orange Money
11/01/2026;19:22;Magasin-Douala-02;P-0406;Robe Wax Modèle Akwa;1;28000;Mobile Money
14/12/2025;16:10;Magasin-Bafoussam-01;P-0405;Enceinte Bluetooth Mini;3;10800;Mobile Money
26/07/2025;20:44;Magasin-Douala-02;P-0406;Robe Wax Modèle Akwa;1;28000;Carte Bancaire
28/01/2026;21:08;Magasin-Bafoussam-01;P-0401;casque bluetooth xr-200;1;24500;Orange Money
25/12/2025;12:41;Magasin-Douala-02;P-0407;Chemise Homme Slim Fit;1;15500;Carte Bancaire
30/04/2026;21:26;Magasin-Yaounde-01;P-0403;Power Bank 10000mAh;3;15000;Cash
08/07/2025;18:00;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;2000;Mobile Money
18/01/2026;09:14;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;1;5000;Carte Bancaire
08/12/2025;09:20;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;1;12000;Carte Bancaire
05/06/2025;10:39;Magasin-Bafoussam-01;P-0414;Set 6 Verres Décorés;3;8550;Carte Bancaire
10/11/2025;17:09;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;2;32000;Mobile Money
28/04/2026;18:22;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;1;24500;Carte Bancaire
27/03/2026;16:16;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;1;24500;Orange Money
19/11/2025;08:42;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;2000;Cash
16/10/2025;09:25;Magasin-Yaounde-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Cash
06/10/2025;10:08;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;2;5000;Mobile Money
17/02/2026;08:06;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;2000;Orange Money
04/05/2026;15:49;Magasin-Douala-01;P-0401;Casque Bluetooth XR-200;2;24500;Cash
19/02/2026;20:59;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3150;Carte Bancaire
07/06/2025;18:58;Magasin-Yaounde-01;P-0408;Sac à Main Cuir Bafia;3;31500;Mobile Money
13/06/2025;08:35;Magasin-Douala-01;P-0403;Power Bank 10000mAh;2;15000;Carte Bancaire
30/05/2026;18:33;Magasin-Douala-01;P-0406;Robe Wax Modèle Akwa;2;28000;Cash
20/07/2025;14:36;Magasin-Douala-01;P-0413;Mug Personnalisé Céramique;1;4500;Cash
11/10/2025;09:09;Magasin-Yaounde-01;P-0413;Mug Personnalisé Céramique;2;5000;Cash
21/08/2025;21:51;Magasin-Yaounde-01;P-0406;Robe Wax Modèle Akwa;1;28000;Carte Bancaire
24/03/2026;11:14;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;1;4500;Orange Money
29/11/2025;21:07;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;2;5000;Mobile Money
16/04/2026;08:19;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;1;15000;Carte Bancaire
21/12/2025;08:33;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;1;4500;Cash
24/09/2025;10:17;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;2;2000;Orange Money
04/09/2025;11:42;Magasin-Yaounde-01;P-0404;Montre Connectée FitTrack;2;32000;Orange Money
06/03/2026;16:47;Magasin-Douala-02;P-0404;Montre Connectée FitTrack;1;32000;Cash
19/06/2025;13:17;Magasin-Douala-02;P-0405;Enceinte Bluetooth Mini;1;12000;Orange Money
28/11/2025;16:07;Magasin-Yaounde-01;P-0408;Sac à Main Cuir Bafia;1;33250;Orange Money
03/04/2026;10:29;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;1;4500;Cash
17/06/2025;20:59;Magasin-Douala-01;P-0407;Chemise Homme Slim Fit;2;15500;Mobile Money
10/02/2026;08:26;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3500;Cash
25/10/2025;11:49;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;2000;Carte Bancaire
15/04/2026;19:13;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;1;4500;Orange Money
10/10/2025;18:40;Magasin-Douala-01;P-0413;Mug Personnalisé Céramique;1;4500;Mobile Money
10/03/2026;12:15;Magasin-Douala-02;P-0404;Montre Connectée FitTrack;2;32000;Orange Money
25/11/2025;11:55;Magasin-Douala-02;P-0401;Casque BT XR200;3;24500;Cash
06/08/2025;10:23;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;2;5000;Cash
08/10/2025;18:21;Magasin-Yaounde-01;P-0407;Chemise Homme Slim Fit;1;15500;Cash
23/10/2025;14:02;Magasin-Douala-02;P-0402;Chargeur Solaire Portable 20W;1;18000;Orange Money
01/03/2026;21:32;Magasin-Douala-01;P-0411;Savon Noir Artisanal;2;2000;Carte Bancaire
05/10/2025;16:50;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;1;15500;Mobile Money
02/10/2025;18:03;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;1;3500;Carte Bancaire
28/12/2025;15:41;Magasin-Bafoussam-01;P-0406;ROBE WAX AKWA;1;28000;Cash
21/03/2026;19:18;Magasin-Douala-02;P-0411;Savon Noir Artisanal;2;2000;Mobile Money
14/03/2026;15:11;Magasin-Douala-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Mobile Money
22/01/2026;15:36;Magasin-Yaounde-01;P-0410;Huile Coco Bio 500 ml;1;4500;Carte Bancaire
19/03/2026;15:35;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;2000;Mobile Money
27/04/2026;20:01;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;1;24500;Orange Money
20/12/2025;09:20;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;1;4500;Orange Money
05/06/2025;12:40;Magasin-Bafoussam-01;P-0402;Chargeur Solaire Portable 20W;3;18000;Cash
04/05/2026;21:43;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;2;32000;Orange Money
04/05/2026;12:52;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;1;12000;Mobile Money
28/03/2026;19:21;Magasin-Yaounde-01;P-0407;Chemise Homme Slim Fit;1;15500;Cash
29/09/2025;14:29;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;2000;Orange Money
19/11/2025;15:20;Magasin-Douala-01;P-0407;Chemise Homme Slim Fit;1;15500;Carte Bancaire
30/03/2026;09:16;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;2000;Cash
29/12/2025;18:36;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;1;3500;Orange Money
09/05/2026;10:50;Magasin-Douala-02;P-0406;Robe Wax Modèle Akwa;2;28000;Carte Bancaire
06/12/2025;16:42;Magasin-Douala-01;P-0411;Savon Noir Artisanal;2;2000;Cash
09/09/2025;21:58;Magasin-Yaounde-01;P-0403;Power Bank 10000mAh;1;15000;Carte Bancaire
12/12/2025;13:46;Magasin-Douala-01;P-0409;Sandales Cuir Artisanales;1;12500;Mobile Money
15/12/2025;19:26;Magasin-Douala-01;P-0410;Huile Coco Bio 500 ml;2;4500;Carte Bancaire
20/12/2025;15:21;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;1;4500;Mobile Money
20/11/2025;14:13;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;3;4275;Mobile Money
10/07/2025;08:28;Magasin-Douala-01;P-0405;Enceinte Bluetooth Mini;1;12000;Carte Bancaire
12/02/2026;11:47;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;1;3500;Orange Money
06/04/2026;10:30;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;3;2000;Orange Money
19/11/2025;16:37;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;1;15500;Mobile Money
06/04/2026;20:38;Magasin-Douala-02;P-0414;Set 6 Verres Décorés;3;9000;Orange Money
03/05/2026;11:13;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;2;24500;Cash
13/10/2025;10:04;Magasin-Yaounde-01;P-0407;Chemise Homme Slim Fit;1;15500;Mobile Money
02/02/2026;10:47;Magasin-Douala-02;P-0405;Enceinte Bluetooth Mini;1;11400;Carte Bancaire
30/03/2026;14:48;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;1;24500;Carte Bancaire
20/08/2025;19:23;Magasin-Yaounde-01;P-0409;Sandales Cuir Artisanales;1;12500;Orange Money
10/01/2026;20:42;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;1;4500;Cash
24/07/2025;11:22;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;2;2000;Carte Bancaire
07/05/2026;19:31;Magasin-Yaounde-01;P-0407;Chemise Homme Slim Fit;1;15500;Carte Bancaire
17/05/2026;16:15;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;1;22050;Mobile Money
01/02/2026;19:19;Magasin-Douala-01;P-0409;Sandales Cuir Artisanales;2;12500;Carte Bancaire
30/04/2026;16:00;Magasin-Bafoussam-01;P-0409;Sandales Cuir Artisanales;1;12500;Orange Money
12/10/2025;14:05;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;1;4500;Orange Money
14/12/2025;12:24;Magasin-Douala-02;P-0403;Power Bank 10000mAh;2;15000;Cash
21/03/2026;11:12;Magasin-Douala-02;P-0404;Montre Connectée FitTrack;3;32000;Cash
21/05/2026;10:32;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;1;2000;Mobile Money
04/02/2026;16:56;Magasin-Yaounde-01;P-0403;Power Bank 10000mAh;1;15000;Mobile Money
24/08/2025;12:00;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;1;12000;Orange Money
31/12/2025;15:55;Magasin-Douala-02;P-0402;Chargeur Solaire Portable 20W;3;18000;Mobile Money
28/03/2026;11:26;Magasin-Yaounde-01;P-0404;Montre Connectée FitTrack;1;32000;Mobile Money
18/07/2025;12:31;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;3;4500;Orange Money
25/02/2026;15:51;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;1;4500;Carte Bancaire
04/10/2025;18:39;Magasin-Yaounde-01;P-0407;Chemise Homme Slim Fit;1;15500;Orange Money
09/01/2026;17:20;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;1;24500;Carte Bancaire
24/04/2026;10:14;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;1;15000;Carte Bancaire
14/04/2026;16:48;Magasin-Bafoussam-01;P-0406;Robe Wax Modèle Akwa;1;28000;Cash
13/11/2025;13:18;Magasin-Douala-02;P-0402;Chargeur Solaire Portable 20W;1;18000;Orange Money
04/12/2025;13:46;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;1;12000;Carte Bancaire
27/10/2025;21:42;Magasin-Douala-02;P-0413;Mug Personnalisé Céramique;2;5000;Cash
26/12/2025;11:23;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;2;4500;Carte Bancaire
27/05/2026;14:58;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;1;5000;Carte Bancaire
10/03/2026;19:50;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;1;4500;Cash
28/12/2025;15:42;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;1;24500;Mobile Money
28/10/2025;13:42;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;2000;Cash
10/04/2026;10:44;Magasin-Douala-02;P-0413;Mug Personnalisé Céramique;3;5000;Orange Money
24/11/2025;11:01;Magasin-Douala-01;P-0409;Sandales Cuir Artisanales;1;12500;Carte Bancaire
01/08/2025;15:20;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;1;15500;Cash
23/04/2026;09:45;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;2;32000;Mobile Money
10/05/2026;08:31;Magasin-Douala-02;P-0414;Set 6 Verres Décorés;1;9000;Mobile Money
18/12/2025;18:30;Magasin-Yaounde-01;P-0406;Robe Wax Modèle Akwa;1;28000;Mobile Money
26/11/2025;11:54;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;2000;Cash
10/11/2025;11:35;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;1;22050;Cash
28/07/2025;19:36;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;1;15500;Mobile Money
17/03/2026;16:23;Magasin-Douala-02;P-0407;Chemise Homme Slim Fit;1;14725;Orange Money
29/12/2025;14:30;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;1;2000;Carte Bancaire
15/11/2025;20:00;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;1;15500;Orange Money
07/06/2025;10:21;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3500;Mobile Money
17/09/2025;16:18;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;2;4500;Mobile Money
29/07/2025;12:05;Magasin-Yaounde-01;P-0403;Power Bank 10000mAh;1;15000;Cash
12/12/2025;18:07;Magasin-Douala-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Mobile Money
05/12/2025;14:05;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;1;12000;Orange Money
30/11/2025;08:55;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;2;4500;Cash
12/06/2025;17:39;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;1;4500;Cash
29/04/2026;19:54;Magasin-Douala-01;P-0405;Enceinte Bluetooth Mini;2;12000;Cash
19/12/2025;11:25;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;2000;Carte Bancaire
20/07/2025;16:46;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;1;12000;Cash
30/05/2026;19:15;Magasin-Douala-01;P-0404;Montre Connectée FitTrack;1;28800;Carte Bancaire
31/12/2025;10:53;Magasin-Bafoussam-01;P-0405;Enceinte Bluetooth Mini;1;12000;Mobile Money
16/09/2025;21:00;Magasin-Douala-01;P-0411;Savon Noir Artisanal;3;2000;Orange Money
23/07/2025;08:14;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;2;5000;Mobile Money
09/03/2026;08:06;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;1;4500;Cash
27/09/2025;21:22;Magasin-Bafoussam-01;P-0406;Robe Wax Modèle Akwa;1;28000;Orange Money
27/03/2026;15:50;Magasin-Yaounde-01;P-0403;Power Bank 10000mAh;2;15000;Orange Money
20/06/2025;18:36;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;1;32000;Mobile Money
09/02/2026;14:02;Magasin-Douala-01;P-0407;Chemise Homme Slim Fit;2;15500;Carte Bancaire
08/10/2025;14:21;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3500;Carte Bancaire
12/10/2025;13:43;Magasin-Douala-02;P-0403;Power Bank 10000mAh;1;15000;Orange Money
06/12/2025;18:43;Magasin-Douala-01;P-0411;Savon Noir Artisanal;2;2000;Cash
09/08/2025;11:51;Magasin-Douala-02;P-0413;Mug Personnalisé Céramique;1;5000;Orange Money
24/08/2025;10:52;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;1;5000;Carte Bancaire
01/08/2025;12:54;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;2;4500;Mobile Money
